Rotation 0 deg zeroZ 4400
id x y z 
892 230.930 -452.240 4412.020
893 226.750 -483.380 4412.440
894 226.860 -513.620 4412.670
896 253.470 461.440 4402.700
897 253.530 431.490 4401.840
898 253.560 401.480 4401.620
899 253.330 371.660 4401.110
900 253.290 345.740 4400.690
901 253.380 311.720 4400.450
902 253.300 281.760 4399.640
903 253.200 251.270 4399.340
904 253.550 221.530 4399.620
905 253.590 191.330 4399.540
906 253.740 161.370 4398.880
907 253.190 131.630 4398.870
908 254.190 101.630 4398.750
909 253.190 71.630 4398.710
910 253.540 41.370 4399.160
911 253.190 20.630 4399.080
912 253.190 -18.370 4398.800
913 253.410 -48.280 4399.250
914 253.370 -78.340 4399.690
915 253.190 -112.870 4400.350
916 253.190 -138.370 4402.350
917 253.190 -168.370 4404.520
918 257.690 -196.370 4406.850
919 258.900 -227.880 4408.380
920 253.010 -258.550 4409.410
921 253.460 -288.720 4410.080
922 252.910 -317.990 4410.640
923 253.040 -348.590 4410.730
924 249.610 -378.830 4411.310
925 252.530 -408.700 4411.180
926 252.760 -438.420 4411.700
927 252.960 -468.800 4412.340
928 252.960 -498.550 4412.650
929 279.170 476.620 4402.600
930 285.380 446.740 4402.250
931 279.040 416.740 4401.760
932 279.210 386.710 4401.810
933 281.040 355.410 4401.670
934 279.170 326.630 4402.180
935 279.280 296.680 4401.440
936 282.160 266.700 4400.240
937 286.310 226.710 4400.390
938 279.640 206.300 4399.770
939 279.430 174.380 4398.940
940 279.560 146.510 4398.890
941 279.170 116.630 4398.920
942 279.170 86.630 4398.900
943 279.410 56.240 4399.080
944 279.170 22.630 4399.200
945 279.170 -3.370 4398.840
946 276.340 -33.260 4399.280
947 279.280 -63.260 4400.020
948 284.170 -93.370 4399.990
949 279.170 -123.370 4401.730
950 279.170 -153.370 4403.690
951 279.170 -183.370 4406.080
952 277.330 -219.710 4407.600
953 279.230 -243.630 4408.650
954 278.670 -273.100 4409.760
955 278.690 -303.170 4410.620
956 279.270 -329.530 4410.660
957 273.390 -363.810 4411.040
958 278.990 -393.600 4411.050
959 284.520 -423.040 4412.230
960 279.040 -453.630 4411.850
961 278.310 -482.940 4412.320
962 305.300 461.570 4402.640
963 308.070 435.680 4401.960
964 305.100 401.680 4402.020
965 305.090 371.660 4401.790
966 305.300 341.700 4401.910
967 305.370 311.770 4401.940
968 305.220 281.860 4401.580
969 305.120 251.700 4401.290
970 305.460 222.180 4399.980
971 305.280 181.210 4399.320
972 305.740 157.320 4399.060
973 305.450 131.430 4399.050
974 305.150 101.630 4399.890
975 305.150 71.630 4399.620
976 305.150 41.630 4399.540
977 305.150 11.630 4399.270
978 305.380 -18.320 4399.350
979 305.340 -48.340 4400.510
980 305.150 -78.370 4400.400
981 296.150 -108.370 4400.930
982 305.150 -142.870 4404.300
983 305.150 -168.370 4405.870
984 304.900 -198.160 4406.350
985 300.710 -228.430 4408.100
986 304.960 -254.420 4409.350
987 304.830 -292.110 4409.600
988 300.960 -319.150 4410.350
989 305.950 -346.260 4410.530
990 304.710 -378.260 4410.970
991 308.820 -405.360 4411.200
992 303.150 -441.080 4412.580
993 305.080 -468.510 4412.340
994 331.090 446.760 4401.530
995 328.000 422.680 4402.150
996 333.900 393.390 4402.320
997 335.280 356.580 4402.050
998 331.250 326.630 4401.910
999 331.150 296.730 4401.810
1000 331.180 256.670 4401.640
1001 335.140 236.630 4400.980
1002 322.330 206.410 4399.710
1003 331.140 176.630 4400.480
1004 331.140 146.630 4400.290
1005 331.140 116.630 4399.570
1006 331.140 86.630 4399.450
1007 331.140 56.630 4399.440
1008 331.140 26.630 4399.630
1009 331.270 -3.240 4399.920
1010 331.320 -25.320 4399.850
1011 331.140 -60.370 4400.180
1012 331.140 -90.370 4401.040
1013 331.140 -123.370 4403.490
1014 333.140 -155.370 4405.430
1015 327.430 -183.430 4406.120
1016 330.990 -213.730 4407.560
1017 332.270 -243.210 4408.480
1018 330.660 -269.570 4409.290
1019 330.190 -303.770 4409.850
1020 334.480 -324.810 4409.960
1021 331.090 -360.360 4411.020
1022 331.020 -386.730 4411.170
1023 328.200 -426.820 4411.880
1024 330.980 -453.520 4412.460
1025 357.230 431.590 4402.390
1026 363.260 401.550 4402.040
1027 362.220 371.740 4401.930
1028 357.160 341.780 4401.670
1029 357.180 311.650 4401.820
1030 357.120 281.630 4402.460
1031 357.120 245.630 4401.580
1032 352.120 224.630 4400.540
1033 357.450 199.690 4400.360
1034 357.120 161.630 4400.620
1035 357.120 131.630 4399.880
1036 357.120 101.630 4400.390
1037 357.120 71.630 4399.830
1038 357.120 41.630 4400.610
1039 357.130 11.680 4399.670
1040 357.210 -18.140 4400.370
1041 352.120 -51.370 4400.220
1042 360.120 -83.370 4401.620
1043 357.120 -108.370 4403.730
1044 361.620 -134.370 4405.120
1045 362.740 -165.140 4405.790
1046 356.620 -197.750 4406.940
1047 357.270 -228.300 4407.610
1048 363.920 -251.180 4408.560
1049 356.800 -290.360 4408.970
1050 356.980 -313.490 4409.410
1051 362.830 -348.450 4410.810
1052 358.210 -378.590 4411.380
1053 363.970 -408.670 4411.190
1054 356.960 -438.920 4412.260
1055 383.320 416.710 4402.370
1056 382.990 388.920 4402.020
1057 383.310 356.610 4402.050
1058 383.180 326.710 4402.000
1059 383.320 296.730 4402.040
1060 383.100 266.630 4401.300
1061 383.100 236.630 4401.300
1062 389.350 200.750 4401.330
1063 385.200 173.090 4400.130
1064 383.100 146.630 4401.430
1065 383.100 116.630 4401.540
1066 383.100 86.630 4401.100
1067 383.100 56.630 4400.700
1068 383.190 26.760 4400.470
1069 383.830 -3.710 4400.410
1070 383.100 -33.370 4400.430
1071 382.100 -62.370 4401.190
1072 385.100 -91.370 4403.470
1073 383.100 -120.370 4404.250
1074 379.870 -155.350 4405.100
1075 386.260 -187.620 4406.780
1076 382.910 -219.450 4407.480
1077 383.070 -241.090 4408.260
1078 382.860 -273.520 4408.880
1079 383.090 -299.320 4408.910
1080 378.620 -335.660 4410.700
1081 381.030 -359.660 4410.750
1082 382.600 -397.260 4411.670
1083 379.780 -423.900 4411.890
1084 409.070 401.760 4402.350
1085 409.090 371.800 4402.040
1086 409.080 341.630 4402.550
1087 409.080 311.630 4403.050
1088 409.080 281.630 4401.330
1089 409.080 251.630 4402.970
1090 409.350 216.560 4401.290
1091 414.250 189.640 4401.330
1092 414.150 157.910 4402.350
1093 420.850 131.640 4404.570
1094 407.080 99.630 4403.160
1095 409.080 71.630 4401.890
1096 409.150 41.940 4400.590
1097 409.330 11.940 4400.590
1098 406.080 -12.370 4400.520
1099 409.080 -51.370 4401.250
1100 409.080 -75.370 4401.830
1101 417.080 -108.370 4403.540
1102 416.230 -138.310 4403.860
1103 408.480 -166.730 4404.920
1104 409.310 -198.470 4406.640
1105 408.860 -228.400 4407.350
1106 408.730 -258.510 4408.150
1107 405.900 -288.590 4408.710
1108 408.480 -318.350 4409.600
1109 409.140 -344.530 4410.250
1110 409.060 -376.690 4410.500
1111 410.800 -407.240 4412.000
1112 435.060 356.630 4402.780
1113 435.060 326.630 4401.710
1114 435.060 296.630 4401.640
1115 435.060 266.630 4402.050
1116 431.060 243.630 4401.570
1117 435.060 206.630 4400.880
1118 435.060 176.630 4402.280
1119 435.060 146.630 4401.750
1120 439.060 116.630 4402.370
1121 442.060 83.630 4401.120
1122 447.220 59.750 4400.820
1123 435.250 26.830 4400.670
1124 435.060 -0.370 4400.920
1125 434.960 -33.370 4401.250
1126 439.060 -63.370 4401.740
1127 435.060 -93.370 4402.430
1128 431.830 -123.510 4403.560
1129 435.900 -158.410 4405.600
1130 434.950 -183.550 4406.180
1131 434.880 -213.460 4406.420
1132 435.790 -243.570 4407.400
1133 434.310 -278.300 4408.570
1134 429.480 -305.320 4408.970
1135 434.790 -328.460 4409.420
1136 433.010 -363.010 4409.690
1137 461.040 341.630 4402.520
1138 461.040 311.630 4401.860
1139 461.040 281.630 4401.690
1140 461.040 260.630 4401.490
1141 461.130 221.840 4401.830
1142 461.040 191.630 4402.000
1143 461.040 161.630 4401.980
1144 468.040 134.630 4402.120
1145 461.040 97.130 4402.380
1146 461.620 71.730 4401.230
1147 461.240 41.670 4401.010
1148 461.040 11.630 4401.060
1149 461.040 -18.370 4401.330
1150 461.040 -48.370 4402.050
1151 458.040 -74.370 4402.260
1152 458.000 -108.580 4402.970
1153 455.910 -137.770 4403.850
1154 460.630 -168.410 4405.510
1155 462.610 -198.730 4406.110
1156 460.610 -229.260 4406.620
1157 460.890 -258.510 4407.930
1158 460.710 -284.670 4408.190
1159 459.120 -313.730 4408.960
1160 460.980 -355.450 4409.580
1161 487.020 296.630 4402.350
1162 487.020 266.630 4401.950
1163 487.230 236.640 4401.840
1164 482.090 204.930 4401.770
1165 490.250 180.920 4401.810
1166 484.020 142.630 4402.310
1167 487.020 119.630 4402.360
1168 484.020 86.630 4401.310
1169 485.200 54.810 4401.840
1170 487.020 31.130 4401.500
1171 481.020 0.630 4401.380
1172 489.020 -32.370 4401.740
1173 486.020 -62.370 4402.200
1174 487.050 -93.440 4402.300
1175 484.820 -120.010 4403.390
1176 479.100 -153.250 4404.860
1177 482.930 -179.840 4405.480
1178 486.310 -210.800 4406.000
1179 486.770 -243.400 4407.060
1180 486.870 -273.550 4407.740
1181 486.840 -296.530 4408.420
1182 513.000 251.630 4401.750
1183 513.000 221.630 4401.910
1184 513.160 191.660 4402.070
1185 513.000 161.630 4402.290
1186 513.000 131.630 4402.630
1187 515.000 101.630 4402.590
1188 502.530 67.060 4403.750
1193 512.590 -78.280 4402.520
1194 513.310 -108.440 4403.230
1195 514.930 -138.370 4403.940
1196 506.970 -168.740 4404.980
1197 512.910 -198.900 4405.570
1198 517.730 -222.220 4406.070
1199 503.860 -263.440 4407.390
1200 538.980 206.630 4402.550
1201 538.980 176.630 4402.530
1202 543.980 146.630 4403.740
1203 546.980 116.630 4402.710
1204 532.980 86.630 4402.570
1205 528.110 55.310 4403.050
1210 538.940 -93.680 4403.350
1211 546.460 -118.140 4403.720
1212 540.980 -153.550 4404.730
1214 564.960 101.630 4402.210
1215 564.960 71.630 4402.760
1216 574.960 46.130 4402.840
1221 564.020 -109.200 4403.620
1222 -58.560 -198.360 4395.360
1223 -32.520 -183.330 4395.380
1224 -6.540 -168.300 4395.830
1225 19.380 -153.360 4395.870
1226 45.350 -138.350 4395.970
1227 71.420 -123.320 4396.270
1228 94.710 -109.870 4396.270
1229 123.290 -93.370 4398.120
1230 149.270 -78.370 4397.440
1231 175.250 -63.370 4397.550
1232 201.230 -48.370 4398.710
1233 -58.573 581.628 4401.360
1234 -6.611 581.628 4401.690
1235 45.820 581.160 4400.150
1236 -162.500 -558.370 4398.670
1237 -143.800 -75.310 4393.950
1238 -170.730 -23.129 4393.300
1239 -543.541 174.872 4401.840
