trueE,recE,rec_theta,rec_phi,rec_x,rec_y,NhitE,NhitM,NtrigE,NfiltE,Eage,Echi,Endf,NpE1,NpE2,NpE3,NuW1,NuW2,NuW3,NuM1,NuM2,NuM3,NuM4,NuM5,N_ED_pe,N_MD_pe,R_ue,compactness,pincness,rho40,R_mean
99999997952.0,3.092780351638794,0.23655405640602112,1.0998884439468384,-129.33131408691406,436.2298278808594,1161,134,483,371,0.9901904463768005,59832.46875,-1,5446.873046875,1397.6876220703125,5812.62255859375,3.0047101974487305,3.0685510635375977,21.16956329345703,16.380403518676758,10.124726295471191,8.705686569213867,17.799440383911133,17.799440383911133,5812.6226,16.380404,-2.550044875687704,0.2557153045456147,0.9302325581395349,203.36515227329554,44.36877097090784
99999997952.0,3.0641438961029053,0.5602557063102722,4.2794694900512695,180.74136352539062,-479.165771484375,1572,135,409,423,1.0763081312179565,64079.32421875,-1,15530.533203125,1964.2449951171875,16139.9052734375,3.208022117614746,3.2354321479797363,33.82551574707031,18.896167755126953,12.592148780822754,11.765481948852539,19.72283363342285,22.52283477783203,16139.905,18.896168,-2.9315249473287452,0.16115034560682787,0.9342915811088296,259.6642299941282,52.987648272244556
99999997952.0,2.934875011444092,0.8725748062133789,2.6601476669311523,395.013427734375,-13.024001121520996,2229,135,344,663,1.0031142234802246,169901.796875,-1,15746.1474609375,2995.133056640625,16866.5859375,3.656573534011841,3.550494432449341,47.821903228759766,29.007118225097656,18.12529182434082,15.298171043395996,31.834239959716797,33.154239654541016,16866.586,29.007118,-2.764521101227149,0.2314602178197294,0.9478873239436618,295.0126703277066,65.37382691689312
99999997952.0,3.064971923828125,0.5275363326072693,2.024477005004883,15.310946464538574,340.8401794433594,1812,106,470,498,1.0010242462158203,137111.09375,-1,12598.701171875,2272.688232421875,13313.279296875,3.256645679473877,3.2684290409088135,36.56888198852539,29.025419235229492,14.79633903503418,13.940767288208008,29.880990982055664,30.440990447998047,13313.279,29.02542,-2.661505045547269,0.2501205592528505,0.9454545454545454,255.7931992217984,51.381944365877736
99999997952.0,2.9710657596588135,0.5239589810371399,2.697735071182251,448.39727783203125,-25.70709228515625,1435,111,391,452,0.9479022026062012,86331.9921875,-1,7406.408203125,1646.3304443359375,7924.1982421875,3.1227705478668213,3.133558750152588,26.566377639770508,7.704612731933594,3.6050565242767334,3.6050565242767334,7.704612731933594,7.704612731933594,7924.198,7.7046127,-3.01219888107798,0.3023857935744768,0.9358974358974359,206.45912971033914,49.27669502906374
99999997952.0,2.9720096588134766,0.7726135849952698,4.224120140075684,-19.614912033081055,-528.7218017578125,1614,129,292,424,1.0576456785202026,95399.0234375,-1,9519.7998046875,2183.4658203125,10197.3603515625,3.3892407417297363,3.3906655311584473,43.610042572021484,31.137386322021484,17.622697830200195,16.45679473876953,32.30329132080078,32.918094635009766,10197.36,31.137386,-2.51520421678578,0.08121566731074138,0.9229074889867844,333.4878749948282,54.61528470022527
99999997952.0,2.9697089195251465,0.6433608531951904,5.725383758544922,-357.167724609375,-287.4356994628906,1531,122,384,464,0.957371711730957,104270.5625,-1,9055.2060546875,1926.5927734375,9711.869140625,3.238173007965088,3.2373971939086914,33.68129348754883,14.658831596374512,14.449396133422852,12.320099830627441,16.788127899169922,17.828128814697266,9711.869,14.658832,-2.821200503734305,0.18274058749812427,0.9417670682730924,253.4602274570128,52.94133573689941
99999997952.0,2.9980196952819824,0.7901067137718201,3.2644855976104736,-324.1581115722656,-324.7852478027344,2006,142,361,563,0.9917993545532227,161290.59375,-1,14924.26953125,2696.392578125,15755.4814453125,3.495211362838745,3.4302518367767334,45.84976577758789,40.76039123535156,29.65287208557129,28.278493881225586,42.134769439697266,42.134769439697266,15755.481,40.76039,-2.5871922692133786,0.20047741531080013,0.9466019417475728,325.54458471401017,58.33665591266754
99999997952.0,3.0889832973480225,0.2572386860847473,1.9009095430374146,-253.33126831054688,-178.3087615966797,1418,115,588,435,0.970026969909668,73390.9140625,-1,6414.01171875,1396.3924560546875,6926.11962890625,3.0060949325561523,3.1087121963500977,23.153913497924805,9.386312484741211,5.768936634063721,5.768936634063721,9.386312484741211,11.211687088012695,6926.1196,9.3863125,-2.8679903531598336,0.23847595858846415,0.9356984478935699,188.46809440699596,47.75612009981207
99999997952.0,2.858804225921631,0.5276103019714355,5.312042713165283,-443.7934265136719,-77.1501693725586,1233,129,373,390,1.0543134212493896,69911.5,-1,6933.99365234375,1212.696044921875,7337.5107421875,2.9980950355529785,3.0386624336242676,21.18953514099121,15.035784721374512,12.079676628112793,10.986111640930176,16.129348754882812,17.036014556884766,7337.5107,15.035785,-2.6884197627053568,0.35032639388799874,0.9290780141843971,188.56916371503965,47.86458829238901
99999997952.0,2.9693987369537354,0.4541877210140228,5.730602264404297,-395.8983459472656,-408.17828369140625,932,120,285,250,0.9402135014533997,71051.25,-1,6142.87255859375,987.851318359375,6425.04052734375,2.893479108810425,3.1282196044921875,26.02495765686035,4.189982891082764,4.241086006164551,3.197983503341675,5.233085632324219,7.1130852699279785,6425.0405,4.189983,-3.1856532568576252,0.13236901519537567,0.8931297709923665,235.2908650201883,44.8288057344321
99999997952.0,2.861088514328003,0.8273285627365112,3.2225341796875,245.83035278320312,121.9896469116211,2099,128,359,607,1.1171824932098389,75259.5,-1,16223.0732421875,2453.928955078125,17129.330078125,3.5033552646636963,3.4134693145751953,39.0381965637207,24.892297744750977,19.938316345214844,17.682723999023438,27.147890090942383,29.885847091674805,17129.33,24.892298,-2.8376736464285583,0.292090704230192,0.9445234708392604,248.30873386339107,65.20236732212776
